"Step","summer-firefly-1 - train_accuracy","summer-firefly-1 - train_accuracy__MIN","summer-firefly-1 - train_accuracy__MAX","summer-firefly-1 - val_accuracy","summer-firefly-1 - val_accuracy__MIN","summer-firefly-1 - val_accuracy__MAX"
"1123","0.9894594594594589","0.9894594594594589","0.9894594594594589","1","1","1"
"1125","0.9897297297297293","0.9897297297297293","0.9897297297297293","1","1","1"
"1127","0.9889189189189183","0.9889189189189183","0.9889189189189183","1","1","1"
"1129","0.9891891891891889","0.9891891891891889","0.9891891891891889","1","1","1"
"1131","0.989459459459459","0.989459459459459","0.989459459459459","1","1","1"
"1133","0.989459459459459","0.989459459459459","0.989459459459459","1","1","1"
"1135","0.989459459459459","0.989459459459459","0.989459459459459","1","1","1"
"1137","0.9897297297297295","0.9897297297297295","0.9897297297297295","1","1","1"
"1139","0.9899999999999997","0.9899999999999997","0.9899999999999997","1","1","1"
"1141","0.9894594594594589","0.9894594594594589","0.9894594594594589","1","1","1"
"1143","0.9899999999999997","0.9899999999999997","0.9899999999999997","1","1","1"
"1145","0.9899999999999997","0.9899999999999997","0.9899999999999997","1","1","1"
"1147","0.989459459459459","0.989459459459459","0.989459459459459","1","1","1"
"1149","0.9891891891891889","0.9891891891891889","0.9891891891891889","1","1","1"
"1151","0.9891891891891889","0.9891891891891889","0.9891891891891889","1","1","1"
"1153","0.989459459459459","0.989459459459459","0.989459459459459","1","1","1"
"1155","0.9899999999999997","0.9899999999999997","0.9899999999999997","1","1","1"
"1157","0.9902702702702699","0.9902702702702699","0.9902702702702699","1","1","1"
"1159","0.9889189189189186","0.9889189189189186","0.9889189189189186","1","1","1"
"1161","0.9894594594594592","0.9894594594594592","0.9894594594594592","1","1","1"
"1163","0.9891891891891889","0.9891891891891889","0.9891891891891889","1","1","1"
"1165","0.9902702702702699","0.9902702702702699","0.9902702702702699","1","1","1"
"1167","0.9902702702702699","0.9902702702702699","0.9902702702702699","1","1","1"
"1169","0.9902702702702699","0.9902702702702699","0.9902702702702699","1","1","1"
"1171","0.9897297297297295","0.9897297297297295","0.9897297297297295","1","1","1"
"1173","0.9905405405405401","0.9905405405405401","0.9905405405405401","1","1","1"
"1175","0.9897297297297295","0.9897297297297295","0.9897297297297295","1","1","1"
"1177","0.9905405405405403","0.9905405405405403","0.9905405405405403","1","1","1"
"1179","0.9899999999999997","0.9899999999999997","0.9899999999999997","1","1","1"
"1181","0.9905405405405401","0.9905405405405401","0.9905405405405401","1","1","1"
"1183","0.9902702702702699","0.9902702702702699","0.9902702702702699","1","1","1"
"1185","0.9894594594594589","0.9894594594594589","0.9894594594594589","1","1","1"
"1187","0.9897297297297295","0.9897297297297295","0.9897297297297295","1","1","1"
"1189","0.9897297297297295","0.9897297297297295","0.9897297297297295","1","1","1"
"1191","0.9905405405405403","0.9905405405405403","0.9905405405405403","1","1","1"
"1193","0.9905405405405401","0.9905405405405401","0.9905405405405401","1","1","1"
"1195","0.9899999999999997","0.9899999999999997","0.9899999999999997","1","1","1"
"1197","0.9899999999999997","0.9899999999999997","0.9899999999999997","1","1","1"
"1199","0.9902702702702701","0.9902702702702701","0.9902702702702701","1","1","1"
"1201","0.9905405405405401","0.9905405405405401","0.9905405405405401","1","1","1"
"1203","0.9908108108108103","0.9908108108108103","0.9908108108108103","1","1","1"
"1205","0.9908108108108106","0.9908108108108106","0.9908108108108106","1","1","1"
"1207","0.9899999999999997","0.9899999999999997","0.9899999999999997","1","1","1"
"1209","0.9897297297297293","0.9897297297297293","0.9897297297297293","1","1","1"
"1211","0.9905405405405401","0.9905405405405401","0.9905405405405401","1","1","1"
"1213","0.9908108108108106","0.9908108108108106","0.9908108108108106","1","1","1"
"1215","0.9902702702702699","0.9902702702702699","0.9902702702702699","1","1","1"
"1217","0.9905405405405401","0.9905405405405401","0.9905405405405401","1","1","1"
"1219","0.9902702702702699","0.9902702702702699","0.9902702702702699","1","1","1"
"1221","0.9899999999999997","0.9899999999999997","0.9899999999999997","1","1","1"
"1223","0.9897297297297295","0.9897297297297295","0.9897297297297295","1","1","1"
"1225","0.9910810810810807","0.9910810810810807","0.9910810810810807","1","1","1"
"1227","0.9908108108108106","0.9908108108108106","0.9908108108108106","1","1","1"
"1229","0.9908108108108106","0.9908108108108106","0.9908108108108106","1","1","1"
"1231","0.9916216216216214","0.9916216216216214","0.9916216216216214","1","1","1"
"1233","0.9905405405405401","0.9905405405405401","0.9905405405405401","1","1","1"
"1235","0.9905405405405401","0.9905405405405401","0.9905405405405401","1","1","1"
"1237","0.9908108108108103","0.9908108108108103","0.9908108108108103","1","1","1"
"1239","0.9902702702702699","0.9902702702702699","0.9902702702702699","1","1","1"
"1241","0.9908108108108106","0.9908108108108106","0.9908108108108106","1","1","1"
"1243","0.991351351351351","0.991351351351351","0.991351351351351","1","1","1"
"1245","0.9908108108108106","0.9908108108108106","0.9908108108108106","1","1","1"
"1247","0.9908108108108106","0.9908108108108106","0.9908108108108106","1","1","1"
"1249","0.9902702702702699","0.9902702702702699","0.9902702702702699","1","1","1"
"1251","0.9902702702702699","0.9902702702702699","0.9902702702702699","1","1","1"
"1253","0.9902702702702699","0.9902702702702699","0.9902702702702699","1","1","1"
"1255","0.9902702702702699","0.9902702702702699","0.9902702702702699","1","1","1"
"1257","0.9905405405405403","0.9905405405405403","0.9905405405405403","1","1","1"
"1259","0.9916216216216212","0.9916216216216212","0.9916216216216212","1","1","1"
"1261","0.9905405405405401","0.9905405405405401","0.9905405405405401","1","1","1"
"1263","0.9899999999999997","0.9899999999999997","0.9899999999999997","1","1","1"
"1265","0.9913513513513511","0.9913513513513511","0.9913513513513511","1","1","1"
"1267","0.9910810810810807","0.9910810810810807","0.9910810810810807","1","1","1"
"1269","0.9902702702702699","0.9902702702702699","0.9902702702702699","1","1","1"
"1271","0.9908108108108106","0.9908108108108106","0.9908108108108106","1","1","1"
"1273","0.9902702702702699","0.9902702702702699","0.9902702702702699","1","1","1"
"1275","0.9902702702702699","0.9902702702702699","0.9902702702702699","1","1","1"
"1277","0.991351351351351","0.991351351351351","0.991351351351351","1","1","1"
"1279","0.9908108108108103","0.9908108108108103","0.9908108108108103","1","1","1"
"1281","0.9902702702702699","0.9902702702702699","0.9902702702702699","1","1","1"
"1283","0.9908108108108106","0.9908108108108106","0.9908108108108106","1","1","1"
"1285","0.991351351351351","0.991351351351351","0.991351351351351","1","1","1"
"1287","0.9910810810810807","0.9910810810810807","0.9910810810810807","1","1","1"
"1289","0.9910810810810807","0.9910810810810807","0.9910810810810807","1","1","1"
"1291","0.9905405405405401","0.9905405405405401","0.9905405405405401","1","1","1"
"1293","0.9905405405405401","0.9905405405405401","0.9905405405405401","1","1","1"
"1295","0.9902702702702699","0.9902702702702699","0.9902702702702699","1","1","1"
"1297","0.9902702702702699","0.9902702702702699","0.9902702702702699","1","1","1"
"1299","0.9908108108108103","0.9908108108108103","0.9908108108108103","1","1","1"
"1301","0.9905405405405401","0.9905405405405401","0.9905405405405401","1","1","1"
"1303","0.9905405405405401","0.9905405405405401","0.9905405405405401","1","1","1"
"1305","0.9905405405405401","0.9905405405405401","0.9905405405405401","1","1","1"
"1307","0.9910810810810807","0.9910810810810807","0.9910810810810807","1","1","1"
"1309","0.9902702702702699","0.9902702702702699","0.9902702702702699","1","1","1"
"1311","0.991351351351351","0.991351351351351","0.991351351351351","1","1","1"
"1313","0.9908108108108106","0.9908108108108106","0.9908108108108106","1","1","1"
"1315","0.9913513513513511","0.9913513513513511","0.9913513513513511","1","1","1"
"1317","0.9908108108108103","0.9908108108108103","0.9908108108108103","1","1","1"
"1319","0.9908108108108103","0.9908108108108103","0.9908108108108103","1","1","1"
"1321","0.9908108108108106","0.9908108108108106","0.9908108108108106","1","1","1"
"1323","0.9908108108108106","0.9908108108108106","0.9908108108108106","1","1","1"
"1325","0.9902702702702699","0.9902702702702699","0.9902702702702699","1","1","1"
"1327","0.9908108108108106","0.9908108108108106","0.9908108108108106","1","1","1"
"1329","0.9916216216216214","0.9916216216216214","0.9916216216216214","1","1","1"
"1331","0.9916216216216212","0.9916216216216212","0.9916216216216212","1","1","1"
"1333","0.9908108108108103","0.9908108108108103","0.9908108108108103","1","1","1"
"1335","0.9916216216216214","0.9916216216216214","0.9916216216216214","1","1","1"
"1337","0.991351351351351","0.991351351351351","0.991351351351351","1","1","1"
"1339","0.9916216216216212","0.9916216216216212","0.9916216216216212","1","1","1"
"1341","0.991351351351351","0.991351351351351","0.991351351351351","1","1","1"
"1343","0.9916216216216212","0.9916216216216212","0.9916216216216212","1","1","1"
"1345","0.9916216216216214","0.9916216216216214","0.9916216216216214","1","1","1"
"1347","0.9918918918918915","0.9918918918918915","0.9918918918918915","1","1","1"
"1349","0.9910810810810807","0.9910810810810807","0.9910810810810807","1","1","1"
"1351","0.991351351351351","0.991351351351351","0.991351351351351","1","1","1"
"1353","0.9910810810810807","0.9910810810810807","0.9910810810810807","1","1","1"
"1355","0.9916216216216214","0.9916216216216214","0.9916216216216214","1","1","1"
"1357","0.9921621621621618","0.9921621621621618","0.9921621621621618","1","1","1"
"1359","0.9918918918918915","0.9918918918918915","0.9918918918918915","1","1","1"
"1361","0.991351351351351","0.991351351351351","0.991351351351351","1","1","1"
"1363","0.9924324324324322","0.9924324324324322","0.9924324324324322","1","1","1"
"1365","0.9905405405405401","0.9905405405405401","0.9905405405405401","1","1","1"
"1367","0.9918918918918915","0.9918918918918915","0.9918918918918915","1","1","1"
"1369","0.9921621621621618","0.9921621621621618","0.9921621621621618","1","1","1"
"1371","0.9902702702702699","0.9902702702702699","0.9902702702702699","1","1","1"
"1373","0.9927027027027027","0.9927027027027027","0.9927027027027027","1","1","1"
"1375","0.992162162162162","0.992162162162162","0.992162162162162","1","1","1"
"1377","0.9908108108108106","0.9908108108108106","0.9908108108108106","1","1","1"
"1379","0.9918918918918915","0.9918918918918915","0.9918918918918915","1","1","1"
"1381","0.9908108108108106","0.9908108108108106","0.9908108108108106","1","1","1"
"1383","0.9921621621621618","0.9921621621621618","0.9921621621621618","1","1","1"
"1385","0.9908108108108103","0.9908108108108103","0.9908108108108103","1","1","1"
"1387","0.9921621621621618","0.9921621621621618","0.9921621621621618","1","1","1"
"1389","0.9940540540540539","0.9940540540540539","0.9940540540540539","1","1","1"
"1391","0.9908108108108106","0.9908108108108106","0.9908108108108106","1","1","1"
"1393","0.9929729729729726","0.9929729729729726","0.9929729729729726","1","1","1"
"1395","0.9918918918918915","0.9918918918918915","0.9918918918918915","1","1","1"
"1397","0.9910810810810807","0.9910810810810807","0.9910810810810807","1","1","1"
"1399","0.9910810810810807","0.9910810810810807","0.9910810810810807","1","1","1"
"1401","0.9924324324324322","0.9924324324324322","0.9924324324324322","1","1","1"
"1403","0.9924324324324322","0.9924324324324322","0.9924324324324322","1","1","1"
"1405","0.9913513513513511","0.9913513513513511","0.9913513513513511","1","1","1"
"1407","0.9908108108108106","0.9908108108108106","0.9908108108108106","1","1","1"
"1409","0.9924324324324321","0.9924324324324321","0.9924324324324321","1","1","1"
"1411","0.9916216216216212","0.9916216216216212","0.9916216216216212","1","1","1"
"1413","0.9918918918918915","0.9918918918918915","0.9918918918918915","1","1","1"
"1415","0.993513513513513","0.993513513513513","0.993513513513513","1","1","1"
"1417","0.9918918918918915","0.9918918918918915","0.9918918918918915","1","1","1"
"1419","0.992162162162162","0.992162162162162","0.992162162162162","1","1","1"
"1421","0.9927027027027024","0.9927027027027024","0.9927027027027024","1","1","1"
"1423","0.9929729729729726","0.9929729729729726","0.9929729729729726","1","1","1"
"1425","0.9921621621621618","0.9921621621621618","0.9921621621621618","1","1","1"
"1427","0.991351351351351","0.991351351351351","0.991351351351351","1","1","1"
"1429","0.9916216216216214","0.9916216216216214","0.9916216216216214","1","1","1"
"1431","0.9921621621621618","0.9921621621621618","0.9921621621621618","1","1","1"
"1433","0.9927027027027024","0.9927027027027024","0.9927027027027024","1","1","1"
"1435","0.9929729729729726","0.9929729729729726","0.9929729729729726","1","1","1"
"1437","0.9924324324324322","0.9924324324324322","0.9924324324324322","1","1","1"
"1439","0.9929729729729726","0.9929729729729726","0.9929729729729726","1","1","1"
"1441","0.9927027027027024","0.9927027027027024","0.9927027027027024","1","1","1"
"1443","0.9927027027027022","0.9927027027027022","0.9927027027027022","1","1","1"
"1445","0.9924324324324321","0.9924324324324321","0.9924324324324321","1","1","1"
"1447","0.9921621621621618","0.9921621621621618","0.9921621621621618","1","1","1"
"1449","0.9918918918918915","0.9918918918918915","0.9918918918918915","1","1","1"
"1451","0.9927027027027024","0.9927027027027024","0.9927027027027024","1","1","1"
"1453","0.9916216216216214","0.9916216216216214","0.9916216216216214","1","1","1"
"1455","0.9921621621621618","0.9921621621621618","0.9921621621621618","1","1","1"
"1457","0.9918918918918915","0.9918918918918915","0.9918918918918915","1","1","1"
"1459","0.9916216216216214","0.9916216216216214","0.9916216216216214","1","1","1"
"1461","0.9921621621621618","0.9921621621621618","0.9921621621621618","1","1","1"
"1463","0.9921621621621618","0.9921621621621618","0.9921621621621618","1","1","1"
"1465","0.9918918918918915","0.9918918918918915","0.9918918918918915","1","1","1"
"1467","0.991351351351351","0.991351351351351","0.991351351351351","1","1","1"
"1469","0.9937837837837835","0.9937837837837835","0.9937837837837835","1","1","1"
"1471","0.9935135135135132","0.9935135135135132","0.9935135135135132","1","1","1"
"1473","0.9929729729729728","0.9929729729729728","0.9929729729729728","1","1","1"
"1475","0.9927027027027024","0.9927027027027024","0.9927027027027024","1","1","1"
"1477","0.9921621621621618","0.9921621621621618","0.9921621621621618","1","1","1"
"1479","0.9932432432432431","0.9932432432432431","0.9932432432432431","1","1","1"
"1481","0.9932432432432429","0.9932432432432429","0.9932432432432429","1","1","1"
"1483","0.9921621621621618","0.9921621621621618","0.9921621621621618","1","1","1"
"1485","0.9927027027027027","0.9927027027027027","0.9927027027027027","1","1","1"
"1487","0.9924324324324322","0.9924324324324322","0.9924324324324322","1","1","1"
"1489","0.9927027027027024","0.9927027027027024","0.9927027027027024","1","1","1"
"1491","0.9924324324324322","0.9924324324324322","0.9924324324324322","1","1","1"
"1493","0.9927027027027024","0.9927027027027024","0.9927027027027024","1","1","1"
"1495","0.9929729729729728","0.9929729729729728","0.9929729729729728","1","1","1"
"1497","0.9916216216216214","0.9916216216216214","0.9916216216216214","1","1","1"
"1499","0.9927027027027024","0.9927027027027024","0.9927027027027024","1","1","1"
"1501","0.9918918918918915","0.9918918918918915","0.9918918918918915","1","1","1"
"1503","0.992162162162162","0.992162162162162","0.992162162162162","1","1","1"
"1505","0.9918918918918915","0.9918918918918915","0.9918918918918915","1","1","1"
"1507","0.9937837837837836","0.9937837837837836","0.9937837837837836","1","1","1"
"1509","0.9935135135135135","0.9935135135135135","0.9935135135135135","1","1","1"
"1511","0.9927027027027024","0.9927027027027024","0.9927027027027024","1","1","1"
"1513","0.9937837837837836","0.9937837837837836","0.9937837837837836","1","1","1"
"1515","0.9929729729729725","0.9929729729729725","0.9929729729729725","1","1","1"
"1517","0.9937837837837835","0.9937837837837835","0.9937837837837835","1","1","1"
"1519","0.9945945945945945","0.9945945945945945","0.9945945945945945","1","1","1"
"1521","0.9932432432432431","0.9932432432432431","0.9932432432432431","1","1","1"
"1523","0.9927027027027024","0.9927027027027024","0.9927027027027024","1","1","1"
"1525","0.9924324324324322","0.9924324324324322","0.9924324324324322","1","1","1"
"1527","0.9927027027027024","0.9927027027027024","0.9927027027027024","1","1","1"
"1529","0.9918918918918915","0.9918918918918915","0.9918918918918915","1","1","1"
"1531","0.9929729729729728","0.9929729729729728","0.9929729729729728","1","1","1"
"1533","0.9929729729729725","0.9929729729729725","0.9929729729729725","1","1","1"
"1535","0.9927027027027024","0.9927027027027024","0.9927027027027024","1","1","1"
"1537","0.9932432432432429","0.9932432432432429","0.9932432432432429","1","1","1"
"1539","0.9927027027027027","0.9927027027027027","0.9927027027027027","1","1","1"
"1541","0.9921621621621618","0.9921621621621618","0.9921621621621618","1","1","1"
"1543","0.991351351351351","0.991351351351351","0.991351351351351","1","1","1"
"1545","0.9929729729729726","0.9929729729729726","0.9929729729729726","1","1","1"
"1547","0.9937837837837833","0.9937837837837833","0.9937837837837833","1","1","1"
"1549","0.9927027027027027","0.9927027027027027","0.9927027027027027","1","1","1"
"1551","0.9918918918918915","0.9918918918918915","0.9918918918918915","1","1","1"
"1553","0.9916216216216214","0.9916216216216214","0.9916216216216214","1","1","1"
"1555","0.9937837837837835","0.9937837837837835","0.9937837837837835","1","1","1"
"1557","0.9929729729729726","0.9929729729729726","0.9929729729729726","1","1","1"
"1559","0.9935135135135132","0.9935135135135132","0.9935135135135132","1","1","1"
"1561","0.9932432432432429","0.9932432432432429","0.9932432432432429","1","1","1"
"1563","0.9937837837837835","0.9937837837837835","0.9937837837837835","1","1","1"
"1565","0.9927027027027024","0.9927027027027024","0.9927027027027024","1","1","1"
"1567","0.992162162162162","0.992162162162162","0.992162162162162","1","1","1"
"1569","0.9916216216216214","0.9916216216216214","0.9916216216216214","1","1","1"
"1571","0.9932432432432431","0.9932432432432431","0.9932432432432431","1","1","1"
"1573","0.9924324324324322","0.9924324324324322","0.9924324324324322","1","1","1"
"1575","0.9932432432432429","0.9932432432432429","0.9932432432432429","1","1","1"
"1577","0.9935135135135132","0.9935135135135132","0.9935135135135132","1","1","1"
"1579","0.9948648648648647","0.9948648648648647","0.9948648648648647","1","1","1"
"1581","0.9945945945945943","0.9945945945945943","0.9945945945945943","1","1","1"
"1583","0.9945945945945945","0.9945945945945945","0.9945945945945945","1","1","1"
"1585","0.9937837837837836","0.9937837837837836","0.9937837837837836","1","1","1"
"1587","0.9932432432432431","0.9932432432432431","0.9932432432432431","1","1","1"
"1589","0.9929729729729725","0.9929729729729725","0.9929729729729725","1","1","1"
"1591","0.9945945945945943","0.9945945945945943","0.9945945945945943","1","1","1"
"1593","0.9935135135135132","0.9935135135135132","0.9935135135135132","1","1","1"
"1595","0.9932432432432431","0.9932432432432431","0.9932432432432431","1","1","1"
"1597","0.9948648648648646","0.9948648648648646","0.9948648648648646","1","1","1"
"1599","0.9945945945945945","0.9945945945945945","0.9945945945945945","1","1","1"
"1601","0.9932432432432429","0.9932432432432429","0.9932432432432429","1","1","1"
"1603","0.9935135135135132","0.9935135135135132","0.9935135135135132","1","1","1"
"1605","0.9943243243243239","0.9943243243243239","0.9943243243243239","1","1","1"
"1607","0.9932432432432431","0.9932432432432431","0.9932432432432431","1","1","1"
"1609","0.9948648648648646","0.9948648648648646","0.9948648648648646","1","1","1"
"1611","0.9929729729729728","0.9929729729729728","0.9929729729729728","1","1","1"
"1613","0.9943243243243243","0.9943243243243243","0.9943243243243243","1","1","1"
"1615","0.9929729729729726","0.9929729729729726","0.9929729729729726","1","1","1"
"1617","0.9927027027027024","0.9927027027027024","0.9927027027027024","1","1","1"
"1619","0.9943243243243242","0.9943243243243242","0.9943243243243242","1","1","1"
"1621","0.9924324324324322","0.9924324324324322","0.9924324324324322","1","1","1"
"1623","0.9924324324324321","0.9924324324324321","0.9924324324324321","1","1","1"
"1625","0.9929729729729728","0.9929729729729728","0.9929729729729728","1","1","1"
"1627","0.9932432432432431","0.9932432432432431","0.9932432432432431","1","1","1"
"1629","0.9948648648648647","0.9948648648648647","0.9948648648648647","1","1","1"
"1631","0.9929729729729726","0.9929729729729726","0.9929729729729726","1","1","1"
"1633","0.9932432432432429","0.9932432432432429","0.9932432432432429","1","1","1"
"1635","0.9932432432432429","0.9932432432432429","0.9932432432432429","1","1","1"
"1637","0.9924324324324321","0.9924324324324321","0.9924324324324321","1","1","1"
"1639","0.9935135135135132","0.9935135135135132","0.9935135135135132","1","1","1"
"1641","0.9932432432432429","0.9932432432432429","0.9932432432432429","1","1","1"
"1643","0.9916216216216214","0.9916216216216214","0.9916216216216214","1","1","1"
"1645","0.9932432432432431","0.9932432432432431","0.9932432432432431","1","1","1"
"1647","0.9929729729729728","0.9929729729729728","0.9929729729729728","1","1","1"
"1649","0.9945945945945943","0.9945945945945943","0.9945945945945943","1","1","1"
"1651","0.9940540540540537","0.9940540540540537","0.9940540540540537","1","1","1"
"1653","0.9940540540540537","0.9940540540540537","0.9940540540540537","1","1","1"
"1655","0.9937837837837833","0.9937837837837833","0.9937837837837833","1","1","1"
"1657","0.9935135135135132","0.9935135135135132","0.9935135135135132","1","1","1"
"1659","0.993513513513513","0.993513513513513","0.993513513513513","1","1","1"
"1661","0.9929729729729728","0.9929729729729728","0.9929729729729728","1","1","1"
"1663","0.9937837837837835","0.9937837837837835","0.9937837837837835","1","1","1"
"1665","0.9948648648648644","0.9948648648648644","0.9948648648648644","1","1","1"
"1667","0.9927027027027022","0.9927027027027022","0.9927027027027022","1","1","1"
"1669","0.9945945945945941","0.9945945945945941","0.9945945945945941","1","1","1"
"1671","0.9940540540540539","0.9940540540540539","0.9940540540540539","1","1","1"
"1673","0.993513513513513","0.993513513513513","0.993513513513513","1","1","1"
"1675","0.9937837837837835","0.9937837837837835","0.9937837837837835","1","1","1"
"1677","0.9932432432432431","0.9932432432432431","0.9932432432432431","1","1","1"
"1679","0.9935135135135135","0.9935135135135135","0.9935135135135135","1","1","1"
"1681","0.9940540540540539","0.9940540540540539","0.9940540540540539","1","1","1"
"1683","0.9945945945945943","0.9945945945945943","0.9945945945945943","1","1","1"
"1685","0.9937837837837835","0.9937837837837835","0.9937837837837835","1","1","1"
"1687","0.9924324324324322","0.9924324324324322","0.9924324324324322","1","1","1"
"1689","0.9945945945945943","0.9945945945945943","0.9945945945945943","1","1","1"
"1691","0.9935135135135132","0.9935135135135132","0.9935135135135132","1","1","1"
"1693","0.9932432432432431","0.9932432432432431","0.9932432432432431","1","1","1"
"1695","0.9948648648648646","0.9948648648648646","0.9948648648648646","1","1","1"
"1697","0.9940540540540539","0.9940540540540539","0.9940540540540539","1","1","1"
"1699","0.9937837837837836","0.9937837837837836","0.9937837837837836","1","1","1"
"1701","0.9935135135135132","0.9935135135135132","0.9935135135135132","1","1","1"
"1703","0.9940540540540537","0.9940540540540537","0.9940540540540537","1","1","1"
"1705","0.995135135135135","0.995135135135135","0.995135135135135","1","1","1"
"1707","0.9932432432432431","0.9932432432432431","0.9932432432432431","1","1","1"
"1709","0.995135135135135","0.995135135135135","0.995135135135135","1","1","1"
"1711","0.9932432432432431","0.9932432432432431","0.9932432432432431","1","1","1"
"1713","0.9948648648648647","0.9948648648648647","0.9948648648648647","1","1","1"
"1715","0.9943243243243242","0.9943243243243242","0.9943243243243242","1","1","1"
"1717","0.9932432432432431","0.9932432432432431","0.9932432432432431","1","1","1"
"1719","0.9956756756756754","0.9956756756756754","0.9956756756756754","1","1","1"
"1721","0.9937837837837835","0.9937837837837835","0.9937837837837835","1","1","1"
"1723","0.9940540540540536","0.9940540540540536","0.9940540540540536","1","1","1"
"1725","0.9945945945945945","0.9945945945945945","0.9945945945945945","1","1","1"
"1727","0.9954054054054051","0.9954054054054051","0.9954054054054051","1","1","1"
"1729","0.9937837837837833","0.9937837837837833","0.9937837837837833","1","1","1"
"1731","0.9937837837837835","0.9937837837837835","0.9937837837837835","1","1","1"
"1733","0.9943243243243242","0.9943243243243242","0.9943243243243242","1","1","1"
"1735","0.9927027027027024","0.9927027027027024","0.9927027027027024","1","1","1"
"1737","0.9945945945945943","0.9945945945945943","0.9945945945945943","1","1","1"
"1739","0.9945945945945945","0.9945945945945945","0.9945945945945945","1","1","1"
"1741","0.9935135135135135","0.9935135135135135","0.9935135135135135","1","1","1"
"1743","0.9948648648648646","0.9948648648648646","0.9948648648648646","1","1","1"
"1745","0.9954054054054053","0.9954054054054053","0.9954054054054053","1","1","1"
"1747","0.9940540540540537","0.9940540540540537","0.9940540540540537","1","1","1"
"1749","0.9929729729729726","0.9929729729729726","0.9929729729729726","1","1","1"
"1751","0.9940540540540537","0.9940540540540537","0.9940540540540537","1","1","1"
"1753","0.9948648648648646","0.9948648648648646","0.9948648648648646","1","1","1"
"1755","0.9940540540540539","0.9940540540540539","0.9940540540540539","1","1","1"
"1757","0.9945945945945945","0.9945945945945945","0.9945945945945945","1","1","1"
"1759","0.9932432432432429","0.9932432432432429","0.9932432432432429","1","1","1"
"1761","0.995135135135135","0.995135135135135","0.995135135135135","1","1","1"
"1763","0.9948648648648647","0.9948648648648647","0.9948648648648647","1","1","1"
"1765","0.9937837837837835","0.9937837837837835","0.9937837837837835","1","1","1"
"1767","0.9929729729729725","0.9929729729729725","0.9929729729729725","1","1","1"
"1769","0.9948648648648646","0.9948648648648646","0.9948648648648646","1","1","1"
"1771","0.9924324324324322","0.9924324324324322","0.9924324324324322","1","1","1"
"1773","0.9951351351351347","0.9951351351351347","0.9951351351351347","1","1","1"
"1775","0.9951351351351352","0.9951351351351352","0.9951351351351352","1","1","1"
"1777","0.9935135135135132","0.9935135135135132","0.9935135135135132","1","1","1"
"1779","0.9956756756756754","0.9956756756756754","0.9956756756756754","1","1","1"
"1781","0.9945945945945945","0.9945945945945945","0.9945945945945945","1","1","1"
"1783","0.9945945945945943","0.9945945945945943","0.9945945945945943","1","1","1"
"1785","0.9932432432432431","0.9932432432432431","0.9932432432432431","1","1","1"
"1787","0.9962162162162163","0.9962162162162163","0.9962162162162163","1","1","1"
"1789","0.9945945945945943","0.9945945945945943","0.9945945945945943","1","1","1"
"1791","0.9943243243243242","0.9943243243243242","0.9943243243243242","1","1","1"
"1793","0.9937837837837835","0.9937837837837835","0.9937837837837835","1","1","1"
"1795","0.9954054054054051","0.9954054054054051","0.9954054054054051","1","1","1"
"1797","0.9943243243243243","0.9943243243243243","0.9943243243243243","1","1","1"
"1799","0.9940540540540539","0.9940540540540539","0.9940540540540539","1","1","1"
"1801","0.995945945945946","0.995945945945946","0.995945945945946","1","1","1"
"1803","0.9945945945945943","0.9945945945945943","0.9945945945945943","1","1","1"
"1805","0.9945945945945943","0.9945945945945943","0.9945945945945943","1","1","1"
"1807","0.9940540540540541","0.9940540540540541","0.9940540540540541","1","1","1"
"1809","0.995135135135135","0.995135135135135","0.995135135135135","1","1","1"
"1811","0.9948648648648649","0.9948648648648649","0.9948648648648649","1","1","1"
"1813","0.9956756756756754","0.9956756756756754","0.9956756756756754","1","1","1"
"1815","0.9945945945945943","0.9945945945945943","0.9945945945945943","1","1","1"
"1817","0.9954054054054051","0.9954054054054051","0.9954054054054051","1","1","1"
"1819","0.9959459459459458","0.9959459459459458","0.9959459459459458","1","1","1"
"1821","0.9943243243243242","0.9943243243243242","0.9943243243243242","1","1","1"
"1823","0.9959459459459458","0.9959459459459458","0.9959459459459458","1","1","1"
"1825","0.9956756756756756","0.9956756756756756","0.9956756756756756","1","1","1"
"1827","0.9935135135135132","0.9935135135135132","0.9935135135135132","1","1","1"
"1829","0.9954054054054053","0.9954054054054053","0.9954054054054053","1","1","1"
"1831","0.9937837837837835","0.9937837837837835","0.9937837837837835","1","1","1"
"1833","0.995135135135135","0.995135135135135","0.995135135135135","1","1","1"
"1835","0.9954054054054056","0.9954054054054056","0.9954054054054056","1","1","1"
"1837","0.9954054054054051","0.9954054054054051","0.9954054054054051","1","1","1"
"1839","0.9937837837837836","0.9937837837837836","0.9937837837837836","1","1","1"
"1841","0.9943243243243242","0.9943243243243242","0.9943243243243242","1","1","1"
"1843","0.9948648648648647","0.9948648648648647","0.9948648648648647","1","1","1"
"1845","0.9948648648648646","0.9948648648648646","0.9948648648648646","1","1","1"
"1847","0.9967567567567567","0.9967567567567567","0.9967567567567567","1","1","1"
"1849","0.995135135135135","0.995135135135135","0.995135135135135","1","1","1"
"1851","0.9943243243243242","0.9943243243243242","0.9943243243243242","1","1","1"
"1853","0.9956756756756756","0.9956756756756756","0.9956756756756756","1","1","1"
"1855","0.9959459459459458","0.9959459459459458","0.9959459459459458","1","1","1"
